date,cumulative,month_citations,daily_delta,published,notes
2026-09-02,157000,432,,"","채널명 '머니 베이커리' 변경일. 툴팁 발견: 월별 인용수 표시됨. 9월 대상자 선정 기준=7월 인용수 (N-2개월 스냅샷). AI브리핑 유입은 유입분석에서 글별 확인 불가 확정 → 프로브 쿼리가 유일한 글별 판별 수단"
